address,pool_id,airdrop_amount,debt_total
osmo1tmvhxvmcu3krv9rsegl9q8rfehu7reem97dqah,1,"56485ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,441841uosmo","86611ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,729687uosmo"
osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,678,"180238ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,158587uosmo","267178ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,238956uosmo"
osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,712,"422ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,113155uosmo","3967ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1100561uosmo"
osmo1tneppw8gfvkplqsr4rtwzpalcaa7rjvplwcu2n,712,"390333ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,104642615uosmo","832067ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,230818734uosmo"
osmo1u0nalwdlqc3ckg2u39xd2kpaq7wewurnx65sxf,1,"441236ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3451460uosmo","7008722ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,59047236uosmo"
osmo1u3tsmq0pmrs0xa4cagqc0gdje65qev2e9gffg9,678,"39349836ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,34623008uosmo","86273702ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,77160428uosmo"
osmo1u5m59uvat5wakk9w3d5fgrnxryfkn6krm4qsx5,1,"73178ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,572412uosmo","1162261ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9791842uosmo"
osmo1u7fhaqeugqk779nhmfp5wsay07sf2rutegq87f,678,"6225672ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5477825uosmo","7326990ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,6553025uosmo"
osmo1uc2zhgrx644urp682kxeucqrsczka23pa03zp4,1,"315876ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2470856uosmo","3141882ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,26469796uosmo"
osmo1ulgra5eyyjrvalhzjcjjezsldgardt99m08ll6,712,"7534ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2019890uosmo","10253ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2844380uosmo"
osmo1v8h2dtx2n525h75fueljyk6qu2q79ktmck37a0,678,"352786ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,310408uosmo","2382165ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2130532uosmo"
osmo1vhjdpv0y4pg2h3y9a0wl3dlz23cj0vytskn54v,704,"56774163648325ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,88804uosmo","199241908196862ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,324759uosmo"
osmo1vmgu6vk9uyq0cwzw7xrcn88g0s9yl3zx626jac,678,"2415486ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2125330uosmo","14574999ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13035411uosmo"
osmo1vvye9uaufwfzk8gkcwd45xqe0ey4puvzy07js9,1,"22575ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,176595uosmo","358647ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3021539uosmo"
osmo1vxvqd5vxdkskz3zs27chh7t3rqse85frkxvnd9,1,"26522ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,207468uosmo","421315ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3549509uosmo"
osmo1w9zvj2swp396altz9kq7lj2pel0ykawpjnh68h,678,"37032ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,32583uosmo","82429ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,73722uosmo"
osmo1wcj02245uwe3xpn4sj9h5mnavmj0wlmj95qzf4,712,"4966ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1331233uosmo","5797ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1608273uosmo"
osmo1wh0ch7eefffw9p8v6ct39esn9cc9vaew9evj4n,1,"59120ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,462449uosmo","939186ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7912481uosmo"
osmo1x6ekwewlfpfvn5hmnezs6kxjutqkuandc5vv5a,1,"931933ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7289810uosmo","3071626ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,25877906uosmo"
osmo1xm6xvv67p8qxe3e557eqf9f2t27dt90dcj05y3,704,"1887010469757760ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,2951588uosmo","36606340272211166ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,59667443uosmo"
osmo1xnempgjgrfwden5slxpgx0qcu45hm9ar7w53y9,704,"477753790625852ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,747284uosmo","1072837537130501ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,1748699uosmo"
osmo1xp0ytkpfuetafwf7x2xptu8ket4n637wwxj3nt,1,"1876303ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,14676910uosmo","15281187ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,128741285uosmo"
osmo1xq4zgza426r090v9xpfsas253jpd6h4upvvqmc,678,"145327ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,127870uosmo","981009ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,877383uosmo"
osmo1y9pnp8eczyueq92rxrnmzmexg6pe4r3xzy55zs,712,"1276ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,342040uosmo","2085ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,578511uosmo"
osmo1yas4uf89c3v33gun2xd44paau3cfvwarwfsuj0,712,"1054ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,282618uosmo","8968ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2487807uosmo"
osmo1yfk90p5x6l6u5p49jn2x3tppkc0j60xgevqtat,712,"594ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,159477uosmo","5060ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1403794uosmo"
osmo1yglld3aary7lnrrn2dz7la84kmnmen4kpsxzay,712,"89188ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,23909885uosmo","149163320ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,40005244937uosmo"
osmo1yjm69g3d8alpf70rm605e4m9me8yd6vtym5x0r,1,"1401113ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10959854uosmo","3707823ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,31237751uosmo"
osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,712,"75834ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,20329988uosmo","618582ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,171597105uosmo"
osmo1yxp9sajsj5j9qafvza6j2f8jc2zt87u544gs9u,704,"4174944164761084ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,6530284uosmo","4057218635321750ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,6613167uosmo"
osmo1yxp9sajsj5j9qafvza6j2f8jc2zt87u544gs9u,712,"56312ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,15096468uosmo","55073ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,15277685uosmo"
osmo1yzmdt6hgpcs8q2tmasls5fksrx8fl78deuk7zx,704,"26383068423828101ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,41267358uosmo","39809885986679051ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,64889144uosmo"
osmo1z7qd2j77knchudz3a98r2e0dkquhx3r3pzslt7,678,"4714332ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,4148032uosmo","15231685ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13622730uosmo"
osmo1z8ezyzy9rx5pswhxgkca38pewr25nw53wdmr9q,678,"17709ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,15582uosmo","43620ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,39012uosmo"
osmo1za34x4r5fq8jmuk6gvsufx5pt5vz2hltgtxnpz,704,"594858014657242ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,930453uosmo","582747019179374ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,949863uosmo"
osmo1zepwhr77p406jnz44xt007nfxat9ls95z3cgnv,678,"7448987ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,6554191uosmo","26827165ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,23993354uosmo"
osmo1zqdptla9ex0aksezduvefehgvy64lmhn7l2ujx,712,"25822ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6922687uosmo","34237ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,9497653uosmo"
