address,pool_id,shares_inflated,shares_inflated_locked,tokens_stolen,tokens_owed
osmo1rlytak09fthjuqcza782039327lr8vu44enydy,629,0,93986471274,,
osmo1rwh2dz55vc3p62lr4g863rhts78jdaj2drfqyj,629,0,35494138425339265,,
osmo1sgn972ld90az98cekp5mkpsn7al6lrumd8nc0a,629,0,1676683622688336,,
osmo1vqh4u8nuyx2memun5vtu4d0cdlmgsnluntjh06,629,0,120200089848126,,
osmo1vvye9uaufwfzk8gkcwd45xqe0ey4puvzy07js9,629,0,474362788404,,
osmo1w6q2hdjvj6vwrkhkxlayd3z5jlstyt9w24pksy,629,0,117425537777,,
osmo1z83gwr89pk65rwpgremvsmxgrpn3h6xtprzyts,629,0,75034462830,,
osmo1zr76txfh4ey7c7ul9chl0zqln4fmx0pd9a3wrz,629,0,39520098081208966,,
osmo145zkm7r8m8e7tkq9vrkg60qpyw2udde4q065c9,631,0,2015846404206020,,
osmo14pwe87zgx7geymn3kdj5hgr3mnw8yf8d8n80vs,631,,,,"4613ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,62047uosmo"
osmo14z0djyy7v8xkteh5lash3tx9svsfzzavxvn8mv,631,,,,"1884ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,25436uosmo"
osmo16mdmh3lfphnmqzn20c59x75nfhfktfz9wexzep,631,,,,"252ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,3376uosmo"
osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,631,,,,"76ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,1016uosmo"
osmo17rxdrdxhztsxn3272hl0dps0u6sudqla8qh8jp,631,0,19879834574312236270,,
osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,631,0,40018480381116312625,,
osmo1k6hu2pjf444s63eh785gx83ew7y69uzn4pw836,631,0,1493616510079741599576,,
osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,631,,,,"3ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,37uosmo"
osmo1ncg4h3vhcdl5cx8xugee5x508glugww3cf259q,631,0,279232844923046945,,
osmo1npquw5czg704mu9d7sgdv07rrmsmgzns8rrrlg,631,,,,"909ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,12184uosmo"
osmo1tqyfpttjydt4lf4qnvwtd6wzfv5zq40s4mtghn,631,-1825935,,,
osmo1ulqdpwj8zgp9aj98uefp7r80qhk6ereuc3mz89,631,0,232729285183711531420,,
osmo1v4eun5x95rnsa70wz6m3lhyrwz4y49jf0stpev,631,,,,"85ibc/297C64CC42B5A8D8F82FE2EBE208A6FE8F94B86037FA28C4529A23701C228F7A,1177uosmo"
osmo1x8pt3hdf47fshryalrkvfcu8hzw0tly65lv0qy,631,0,,,
osmo1twfv52yxcyykx2lcvgl42svw46hsm5ddff2hm8,633,3227983505311648623035,,,
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,637,0,175819959236468761,,
osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,637,-2876909,,,
osmo1szwa0029n2shvw5fmqp843qfg42wd47k9dylvz,637,0,,,
osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,637,0,,"33906199ibc/346786EA82F41FE55FAD14BF69AD8BA9B36985406E43F3CB23E6C45A285A9593,83935uosmo",
osmo1urpm9v5753h39ur4834ug4eqe4l0y04z0m3u2v,637,0,959264,,
osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,638,2233873223540145861,,,
osmo1mvgt2mgadtn5yl85eexzzyr93nrfpd3v7fktml,638,0,,,
osmo108a3mqnnyv86neuh2q4vdlu33ja7fhqu86r566,641,0,12057762978639422199,,
osmo10hnkgh5nfatt60aeuxacpn80empt88nnsg07x9,641,0,9101850343985547504,,
osmo10qmxtp4shzn0y7j0sce36zddu9ku4wucrdg8w5,641,0,1963077969857687942,,
osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,641,0,27281028014244534,,
osmo127xw3zd8uspq0nq0n6vfapk53tgkaxn8q293w8,641,0,237952188630281158,,
osmo12rgsk2tujy3s6lf27cmnnx3te6qg02pgvservp,641,0,698456170183148730761,,
osmo12t4mmp66df9spgz7eplxy8xqssjwx4ax6g70ca,641,0,5704401825534,,
osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,641,0,5766352319847357901,,
osmo14gpkd030ru3xw6xykp7nl4dljckzrs0mtkw7xh,641,0,6942292713234827574,,
osmo14rcn5s80v2fthgzw0pkvkwgke4ss8ew8xw0wml,641,0,34836149256562979409,,
osmo14vazvwyks97lz6hn0gukfpuhw6lzz7rkwexvgj,641,0,956076040095812,,
osmo152p449t24mdqfcm2elufezvwjuuywswf5jf826,641,0,118252380681910631804,,
osmo15q08u2gz05hshx6hr6pxq8auzuysl5jvtk8j6q,641,0,26664317225551529491,,
osmo15xd8465ylem38zkerjc8vn04h00n9zwurukg99,641,0,290783473855795916023,,
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,641,0,102470245667870795546,,
osmo15xw8dv9c0lpz3s3sppd4uc3e2600avv94shr44,641,18191745568775873391,,,
osmo16c5j80zy5aw765qr89smjndj30s6cfcumwaa0a,641,0,196013857913580665837,,
osmo174t89zdyqgj8wy4pd5g6u2hyngn36az37733jt,641,0,15210739723745,,
osmo17c639ncyzt966szuc5y5k06ud9vfnkxm2kvg62,641,0,10215888455038554446983,,
osmo17qv2gh55zqpxxcmvs7snkj6n5vkczz4nrphehm,641,0,7503790090107304559,,
osmo18qu38kpyn4h0yg6ujad3jwg2dx5l9drdeeztkr,641,0,142202548378959682468,,
osmo194jxs9jvar80wtavkan5eppwve2jh4vmnch6u2,641,0,3120881572557400279,,
osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,641,0,31944821586456452,,
osmo19he45k2tagrzuh6td3urv0l6889m9vdvvfff72,641,0,45458910526,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,641,0,10280564796410567244,,
osmo19nnn5g9agyqwvj4ugv0puvj4wc46nqc473228p,641,0,1563649856893425,,
osmo19sh8xhxk5fsd62pkrds0fqkhpc8j2gpjsyhh2z,641,0,365340445930865972,,
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,641,0,98245753359227248727,,
osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,641,0,53524425655267104130,,
osmo1ag46xseu0es3dzc5jfuauvv5cf3ve0t7cjckvv,641,0,9745018839562925304,,
osmo1aks8xnuaepsakxhwzyewg7gke24fddxxehhr9n,641,0,157681002081311,,
osmo1ay2g5vqwjvfq5e7rqnzjykglx9vk888rl43ryw,641,0,399940460875004496644,,
osmo1c0mqqtewyu6ftuea3sfr3xvc0wnltuwqu7kl0s,641,0,1692583234398680239,,
osmo1c3ewsn3z27h68hraqfwsjc9t3zwlt7fa9ez39j,641,0,9045026005533947258,,
osmo1cnaq6p6rlec5v8shxkspmdxxlzx8hnlul63ky5,641,0,2654622355095925,,
osmo1cu674e4ezhs4drg6sxn3d32mv7h3r2ns9v9mvj,641,0,24258480757672071707,,
osmo1cuu2hqvr5c6zskqk34g0a0l54zzhkenq80asf2,641,0,21163272637818727012,,
osmo1cxyl02m4r5jqs78qjagpujqqvx5ykflfvyqz5r,641,0,6939231685074532647,,
osmo1cy5lzwr704ye35vdda05ufzflefw50erjw4nkk,641,117270318660186480,,,
osmo1d9rvrquk3sdhuuv9725pl6a5y8cc2rlhqtlgpa,641,0,103518192103839303960,,
osmo1da2sunytuk8hly62nnl6sqq5d9wl50ku88h8ka,641,0,88038843266136,,
osmo1dapuwj2d44zd9kmey0qncyfq06ws7cql8nfzkn,641,0,11982988015248741036,,
osmo1djd2usuasfntvzvan9z8q80nkz0wzefs5s2zgq,641,0,752458987153266465,,
osmo1dncfdqzjw0j2vnak3rzhsru9z7s0f2wclty83c,641,83114602332604674773,,,
osmo1dp93666vjfd9cd952lpy0eh38nwv0vmvf9h969,641,0,889424315042319,,
osmo1eaw3rcft78s8tnycvxnyzxs5g4fs9s2m74a0aq,641,0,82624929871737,,
osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,641,0,41245047474081,,
osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,641,0,3377702716387071169,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,641,0,4868218004801,,
osmo1f0xjz63rpptrdannmjvgkjghqnth8l5fa2g9ku,641,0,2090127344937049310,,
osmo1f4ffzycapwnvyy23p73djcnxa668eydhp03muc,641,0,36271869525626,,
osmo1f557kqlyvu6ha3a9ghan5666wpajzcdsmvj3z2,641,0,2973588467290785518,,
osmo1f95ukjds2ey4jah7zqtl3yr07gm9mfckkrvm55,641,0,45127297542627976861,,
osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a,641,0,72116916854154059861,,
osmo1fydcvenphk48r4axky70wqpewesp0spm6pg3xv,641,0,2266417899759369,,
osmo1g5x9vfngf9nfe5qff9623sz3g88cmvpw6scmcf,641,0,6234457377840088611,,
osmo1g5ynr0lv2pvg0y7t7zr6v8w0qm6zhps5x0egjx,641,,,,"846078ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,22505uosmo"
osmo1ghru4ezs94ngdgd9ragkkczeaktcwf95czlslg,641,0,89147255466452,,
osmo1huaayys7a8uv9d6e7ps9avzxfm9ffe955sl7hf,641,0,842478921013562509,,
osmo1j44wrmq85k9yzpna8n34er3skx02mgxs84ju0y,641,0,2479723645289991055,,
osmo1jsr2m6pdl33xvzpf6lthprr7tlt5hzkudgptjq,641,0,4709973327249668547,,
osmo1jtd6xjzzhyedpuu03ksggyadrdxjw8ps9wrag8,641,0,14072264657620528368,,
osmo1l2vzsd2jdzap8zwjk0krlufgwm4rgw2dq9zvpf,641,0,7953287969527272956,,
osmo1lj0kqw35c90rft599g6k0wvenzcaf5gf9cselh,641,0,31949122674912454,,
osmo1ljd6d8quzfn4zev99unxnz5x89frev3vh0qecm,641,0,2713257157385929,,
osmo1lmh37d39yupr0u30myz2u2gkx3thnh5e3vdqec,641,0,2638963484119541,,
osmo1lp2zgsufem4y52needwx0zvjggl80njk3efzuw,641,0,682506698554750830,,
osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,641,0,103449169211458370,,
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,641,0,453577549889440,,
osmo1lx9a0ydf7us2mnd40652kfm2rfxa3rv9fe2jg2,641,0,9413587967596217025,,
osmo1lz6h20wqgzv64qd5dkm5c8gmv777dz5tuecp62,641,0,824718692262889,,
osmo1m5trxp5h4g6v96un5q0yjyj3f94a423u5mnff8,641,6445374198042178,,,
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,641,0,1573816277265578,,
osmo1ncesahjuytjel7ffpkk2dnhg30ufpaptrn0nwz,641,0,544194963439326,,
osmo1nvm4f3j2wa50h5umtavcwsxl6l786uhwjfuvn4,641,0,358273083944003,,
osmo1pew5c6mwplw35z9jpy6uyzv6ez94074c5k8snl,641,0,37550797739280197050,,
osmo1pqfp2nn29l0xw3ymz2xqalvdqsmw3qmssh8nhp,641,0,377138219124333261214,,
osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,641,0,2223598124429298641,,
osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,641,0,99921319826226,,
osmo1qhkyg0jwn8vevag03se9suwfksm9l2yjketz3t,641,37173853046858151971,,,
osmo1qk4g4pv07gymxchkucjfluepm5q59v8ac0q24c,641,0,96127328915598970293,,
osmo1r0jjedk45867vfqtvhu9m9jfwtw6kyr09d5e8e,641,0,2095457678487541,,
osmo1r736lntt54t5wsc0snsf3nc8avp0n9nn2nszcy,641,0,273188656373299,,
osmo1rtx870f8qdxdtl4cr20gm4c49c8y3x0qjsnw8y,641,0,2602976077287310,,
osmo1smaktds9syr4kl5wav9zqsjy2f5p7293x7fwt0,641,0,38852255791208,,
osmo1sw239ufet6hczxygckp4eqyr2d552708jktc0f,641,0,4245568931403663304,,
osmo1t8cdk3gx6nrq0tn7r5e55ry9mdmgcm4vst0cj7,641,0,751988998500315,,
osmo1tew2mp3racvkcye5qj5vyyqf22sgr6zefwcaln,641,0,31156251895319396076,,
osmo1tg70tuzekpd376dpqr68yx5a7r709w6x8jtxha,641,0,,"4428236ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,118361uosmo",
osmo1tsly3y50lj5s87cj3u587c29gf563cu0wgcmng,641,0,237480342679355905,,
osmo1u4ejhe4ak6gdx3ecl24vslc79wyu9zw98jqdf5,641,,,,"195892ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,5097uosmo"
osmo1uuvrglz3657fnc75rzn2adv22m4vfrv9c2dfqy,641,,,,"182356ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,4953uosmo"
osmo1v5xjz279t4244lk9rpaupnxl7v7rnsp949c56p,641,0,1280458569975356,,
osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,641,0,155556457650646,,
osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,641,0,3145503375494996933,,
osmo1w49mpy4mdn73ksqq9ug63jg0dtctywwasurs2j,641,0,177647196408369856,,
osmo1wee624lpnwccdppyt2kdfys6rvr9xyvu7cee3x,641,0,5963656867964100011,,
osmo1wv4e6gfssvgvn6hj0k43325k8xws4e8ccjwl5a,641,0,20850180354201320665,,
osmo1xksfw6mjzanaa6tdwpshkpn97mv7g3mn4e2cqe,641,0,20261012582450329211,,
osmo1xm7lau0vas7elyxuyx9e6q4pg0uh3fwynus0e4,641,0,219411494542065858447,,
osmo1xvjpeasu2425tqdff7z2fljjzam8nvfytynvp0,641,0,62857256597804,,
osmo1y3q4fxrmz0d3zd7enl0h39dvnp3tcrtncmpdt4,641,0,3413078861453993724,,
osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,641,0,291999364231371,,
osmo1z3wxpdzqywsjmqwjmpf5kzwypfzukfczs6qa2x,641,0,511745275401,,
osmo1z6qmw34m02hqqruzejczvtthhgat5hdhngs87l,641,0,34465728783805532658,,
osmo1zczm4l40msc5j66764tf9pzv2rx7h98z07k8lr,641,0,116698575412621319629,,
osmo1zpcf8ndnucaft99fh0nhpen2qpmek5duqzg2jt,641,0,1584166732790740751,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,643,0,15007023638,,
osmo16lln26dtpdd0dyp4g76jaqgde5wc5mc8e2cvy3,643,,,,"3ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1017ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C"
osmo179774zrn5paywpd6p4kspcruaacj54g47xcjdx,643,0,250229133156019114,,
osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,643,0,371162195015341125,,
osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,643,,,,"4ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1244ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C"
osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,643,0,59356715077187330,,
osmo1fj8d32l98legw3l23ag5gl6ulc64akfr2fq32m,643,0,34820061801,,
osmo1j2exvgumqhutx6s9gl2n40lenkslgvunyen4aq,643,0,,,
osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,643,0,3014982282286693,,
osmo1kxauuat4yn7fuxpunf9q0emxd5rkfjy2waaweq,643,0,243137286437047622,,
osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,643,0,13527,,
osmo1myk5n36d2wnrhzqv08rcral5384jf9ed4m3tx0,643,0,1527688679682,,
osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,643,0,13527,,
osmo1tnsq39570fpckxy4sjrmgppyw8u9kgdletcxdl,643,0,25697089257901179,,
osmo1u0v23axt4zlztdvjlt985dpw0y5zu3xelmfa0c,643,0,13527,,
osmo108gvrsya3g5pknyz9deqm0xstrf9n4s268m0lk,648,0,9982686270677851,,
osmo10905rstxf5tzj0w6gguaa76ma7s32v48hnjddh,648,0,24227327265239129,,
osmo127xw3zd8uspq0nq0n6vfapk53tgkaxn8q293w8,648,0,781233115037992,,
osmo12y5pdr0q4clk5jquc0s7ysne37kyg3neqp6wl4,648,0,21294407679277279,,
osmo12z2kh4c4ur3vu2acudsahhx2qvlf29hpkaes4a,648,0,5085970753765889,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,648,0,144842083793251,,
osmo1420dd09a073c2a2gwhmuzrq5fvqwg6de4r7jhq,648,0,1366962989172631,,
osmo144yjwr38rl5zn4hntwad0su3rk9scpz0g5muqr,648,0,23031307428802,,
osmo14pcd29hqlxjq29hqmeu99xfpxf70hj8wc2kssr,648,0,14202591407931449,,
osmo14rcn5s80v2fthgzw0pkvkwgke4ss8ew8xw0wml,648,0,158891240876180552,,
osmo14tfct2avejv3fyv9z0jvrze48ufa53pft2359u,648,,,,"405822672495946ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,76uosmo"
osmo15u3w5mn36qa6apaav9y8j7qnmz86a9xszu2wu9,648,0,12576636648403835,,
osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,648,0,43228919321017,,
osmo186ezrgr9yuqv3vcgx4c2qv0tkw2y0uzx4xsa5w,648,0,86251143221631744,,
osmo19aazmkggrjrqpcrgt8g9fg86f8sauncksu39sa,648,0,2561248319896477,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,648,0,583611944795296631,,
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,648,0,20622419699890010,,
osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,648,0,1005264444500377,,
osmo1af2xw5m28nx89ukv9xyvymmfrwz9wdevwvrun3,648,0,26645487622573251,,
osmo1ajypfgfzxk79wdr2cvp6llxfz80tcfzyl46nh4,648,0,5363094068107563,,
osmo1amfgnz0jldkad3te0s4fpld4ypt74cd448u526,648,0,622972266781557,,
osmo1avqxhv6txc3zf7f2ndqf7pfheuas2yfrcjchgk,648,0,15430010334209,,
osmo1cv9jnq4qkcq3lk6szj2nxpwq6ew8dusa34r94k,648,0,24655875301818973,,
osmo1dnc4p8lt26nsm0ff57gr74mxlmkh4w5thkkaf5,648,0,707541734168257665,,
osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,648,0,1945940411020414612376,,
osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,648,0,27969575205755,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,648,0,19111242985651,,
osmo1f7qvypfaee56km5rp8lvay4f0saq9xn4mz2srn,648,0,7579815980612586,,
osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a,648,0,3375719280481126073952,,
osmo1fj8d32l98legw3l23ag5gl6ulc64akfr2fq32m,648,0,7596242270372078,,
osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz,648,0,20941947612434760832,,
osmo1ghru4ezs94ngdgd9ragkkczeaktcwf95czlslg,648,0,5316231158326,,
osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,648,0,1997894812251422,,
osmo1hq36tl6sfwlwehxs2k5zn8ryxmvm4a479ex7qg,648,0,373683281887060,,
osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,648,0,87821805690299,,
osmo1jr6mlu93x74ffpfvswkav33pxzqa8puujztrc4,648,0,,,
osmo1jxpztalf3skjftyrlf3tpd3c94g2nqkanr7c3a,648,0,,,
osmo1krs9xakfe9fyrgpzn0vlu85n6z4vkvsl69e2fp,648,0,12059948452928358,,
osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,648,,,,"2541256187151877ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,472uosmo"
osmo1l2ky7u2lyncl20m6ffmzngus7wjjkgyv02y4ph,648,0,110437153654090416,,
osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,648,0,220047061581,,
osmo1lkd98pq7ea0xxx7nx3tteayjfd0k5hq78xckh0,648,0,16792091785511829,,
osmo1lqxwdzlxvvh700sxagcm5flw2tpmp890s76lsj,648,0,2484110096294617,,
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,648,0,18525185087914570,,
osmo1pysf4an5ey0kwjvg0l0prg5l3wr9pg3u7rf23m,648,0,62704852241521,,
osmo1pzzdvazgat8t9epvh2n5xn6wk4zcfc54xe3k09,648,0,1225325941392470,,
osmo1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r2av2ax,648,0,695939261852462902239,,
osmo1qc4jtq03e4z8umkjz6jg26w9faewkqnqhk3prn,648,0,652311565495889254,,
osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,648,0,18146951100898,,
osmo1qnnszl4rj303prcfvg5m5w0tzz2wvdla394uqk,648,0,2031047111911811614013,,
osmo1r0jjedk45867vfqtvhu9m9jfwtw6kyr09d5e8e,648,0,11961278868490340,,
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,648,0,19207868537981,,
osmo1sphqy80aglgpe05dxsy705rkpr0alcyf8kxd6z,648,0,4901623612818372,,
osmo1v9w49rtdpkwxeje8xnx9pnf9z9hyr2e0yy8wvz,648,0,4550111055037,,
osmo1vjqrylz87k8496r60h0a07j0wkacj4ay4vxulg,648,0,60926862727763879,,
osmo1vjrx0lks65yefnsz4xk92vugda2z25esvq85hn,648,0,45558295959692665,,
osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,648,20346438132369000,,,
osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,648,0,17705154477379411,,
osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,648,,,,"2241721642159708ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,417uosmo"
osmo1xksfw6mjzanaa6tdwpshkpn97mv7g3mn4e2cqe,648,0,1302267452025369017,,
osmo1y90tjhsry79xqa72m2gfasa6ny82qr63zh3eyp,648,0,82311130545064188,,
osmo1yp95ns7exf4l9jgh4rm58lmk3s6j80zyxanudc,648,0,512232076674816300787,,
osmo1yy22ldc8h495hmlk258tkeslry6xlgpueuf3u2,648,0,121423903736812423,,
osmo1zv0nu0xkxvwykafdmf6hnyzw8jcwtg5rtz7tgh,648,0,292832877049813,,
osmo10905rstxf5tzj0w6gguaa76ma7s32v48hnjddh,649,0,66537534397680,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,649,0,133078826652,,
osmo13yufths840y72wvq7gm6pmev49tcl0hs2k2zew,649,0,46403072489259,,
osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,649,0,1722712811157,,
osmo18l2965me2kzsjdz0tuqtagm78l8c2g5qzwcs0f,649,0,20478,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,649,0,712302122053362351,,
osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,649,0,489924575803062878,,
osmo1kwwp7f5pszyxr39whf2rwm7gly596mdwlqucpq,649,0,114793339502881893,,
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,649,0,816302071338,,
osmo1lvtuxshezha4kyry3gv52yxf54nz0qn9mm2jf8,649,0,266157558094,,
osmo1tmvhxvmcu3krv9rsegl9q8rfehu7reem97dqah,649,0,18944143554604,,
osmo1vjrx0lks65yefnsz4xk92vugda2z25esvq85hn,649,-12162033,,,
osmo10v9q79gxdhvl9w86wmlmh337z8r8ahqr596xls,651,0,,,
osmo1enz4x0szrqkxgygac948dyxdfvhwms24hsqgp4,651,0,7247522795182197,,
osmo1evjlekuv2ytgtyr7lls8djj8vtmy3kxyh0jtva,651,0,242754986569712834,,
osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,651,0,156886005092,,
osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,651,0,1864,,
osmo1qnqwxazzha6lsx2rs2gewu2337uha5lz5uf2yt,651,0,,,
osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,651,0,345867593659,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,653,0,2099452077624,,
osmo14ufjhc808xnmmf8e8h56fssen2aqz9rpqa3jt4,653,0,12390295919779034,,
osmo15cxzysdx8aavudyr8phtreq2uw6k5j3gfl7ljp,653,0,4398027162044839062016,,
osmo15xvalgjv5rs57ghjvyc7tcyadjmsj8j8kyt5h2,653,0,458946340915117180,,
osmo1c3ewsn3z27h68hraqfwsjc9t3zwlt7fa9ez39j,653,0,97041340741057449,,
osmo1d52w5wle9670pe52vnavlva0ntvx2y7eplcvzu,653,0,3619528708186382,,
osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,653,0,5154382362027861022,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,653,0,1274887221970,,
osmo1fj8d32l98legw3l23ag5gl6ulc64akfr2fq32m,653,0,12355197468147333,,
osmo1gca7xukpr7twa0dufw4q4vuqt4g26lxdm9etx8,653,0,450835966437738232,,
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,653,0,57768,,
osmo1pluvppw3973qkk5rt8w0mmdsqx03hy6xl84etm,653,0,,,
osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,653,0,440092592647345916,,
osmo103v3wy2qccy47jxvnsnxvj3r2lhxcfavn50n9a,662,0,102854181565424646,,
osmo10k0qxqh39fwk2khv49g0n673kfqwe778f09ffg,662,,,,"213733ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,2uosmo"
osmo12r2mlzz097n5jhu9uf5gd2mflfn77xu8uqsqzy,662,0,185983677397,,
osmo13fw6wjqngfgnvx3q8lx978jfed6k9rfvjk563f,662,0,906363666,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,662,0,6800359775734056,,
osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,662,0,51892254323783744,,
osmo13tfdcwq50fq70rfkfdlcazslks6f2504afrt4j,662,0,373324207962771,,
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,662,0,974591751611091,,
osmo165zqnnnz50htl8fswa28tpmw30t58utfdvfrc5,662,0,20289982798225588,,
osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,662,0,1163105903547967647,,
osmo178swfpjp3qwes3wj8ffzqla9m56ewzxm0k49xk,662,0,254278737423538,,
osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,662,0,10572,,
osmo17hgjycfeheh2j9q8t4k5v2xptc66xzs06s2928,662,10185145947,,,
osmo182dudq2zyucgrax5uk6tws0mxne7zv39v08u6r,662,0,,,
