address,pool_id,shares_inflated,shares_inflated_locked,tokens_stolen,tokens_owed
osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,573,1589263890064578,,,
osmo1d65jeqw3kvk6kegp9p2q3t358077062vas2g87,573,0,6165155,,
osmo1dc5vjuun77esccfuku5xg9907vrxercpsxc3tf,573,0,4536333137268683,,
osmo1ed7an6qatn7kc2a0huh7w8vgl2ycdn4jmax4re,573,0,897878852023562,,
osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,573,0,7358109035814,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,573,0,171893161,,
osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,573,0,196506604520133,,
osmo1ha92e4xggqvn2jejn8n5p6gwhlemyh0rlsx2z6,573,0,15218873702839,,
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,573,0,68842814145,,
osmo1ltuj2v832rsxgfcfk696r9zm0rm2j26as7wn3x,573,0,46258337982590051,,
osmo1n48mjrng87v22yw60r0uypapy45pu99u2h4ce9,573,3291888320,,,
osmo1p9cwep024hq2r99ek6tukfs7l7kw2spcx4c54v,573,0,623817112,,
osmo1p9evy3dt22hqkwkydvez2fsmfag0t33yh5ds0x,573,0,64015675,,
osmo1q20t5l6pz3wzjznwq2m4wd827yhr2nrq5c36rt,573,0,13923622972002,,
osmo1qctsnew9jprsk2jdngu6ddemgd3h4f49sg49p8,573,0,12612465358,,
osmo1rsntu55zwhlhcfghh2wtzsxkr67qszupwkhvct,573,0,167231922751146,,
osmo1tew2mp3racvkcye5qj5vyyqf22sgr6zefwcaln,573,0,15934175349,,
osmo1vjrx0lks65yefnsz4xk92vugda2z25esvq85hn,573,0,395995471474,,
osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,573,0,202537687002,,
osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,573,0,245064356312781,,
osmo1w7wl545shmmlwwqhdwcju7er45nadq4cuu5l5w,573,,,,"25560ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,369uosmo"
osmo1wzxl30tcjcn5783jp2vce6e52cv4ry0zp3fzyz,573,,,,"7222ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,105uosmo"
osmo18sfflzjtercqwv3w4dtg9w6dlgvx0ps97dkrgz,574,0,755447,,
osmo1c3xhz65yh5qj78rp5tprkckdga263wfl7mmgp7,574,,,,433ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452
osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,574,520075533273580,,,
osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,574,0,5152,,
osmo1qlu3xeph3s4cy64xkkvl7msuqzqdek89ehhe04,574,0,28521237,,
osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,574,,,,"2ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,221ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452"
osmo12rqnf02d65yyq8qfgu4wtuqf9uhvrlqe0sq0ee,577,0,322503620,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,577,0,1359583087713,,
osmo14wc97l8zn5mkl825pgshqcy8749qaetdn6uuaj,577,0,154702660114,,
osmo14wed03u8lz0tphfcrn2rgz46hmcxgwdjw7uk0a,577,0,404934499,,
osmo14z380vc49lz23jjv03kkl6ju2pjykmkmd0ffar,577,0,3347173079348832,,
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,577,0,232631484949997,,
osmo1846g5hzy8tazzlp5ygr4p28dafuvdesqus660n,577,0,13000162353709315,,
osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,577,,,,"1038ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,77uosmo"
osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,577,0,2056036699529239,,
osmo1cm7gk2fs8qpzcx6svhly39u0l2yq67ttpx5kgx,577,0,54848088578,,
osmo1cu674e4ezhs4drg6sxn3d32mv7h3r2ns9v9mvj,577,0,10464464212788134,,
osmo1d52w5wle9670pe52vnavlva0ntvx2y7eplcvzu,577,0,1102946738,,
osmo1d5jcz0a6wtqr62hlk9m28qg5wukqsjep4rvjug,577,0,5082238118350689,,
osmo1elq63u3yxmj3pz3mx9e0653fq8l05jgzsc3rdw,577,20343964653195004,,,
osmo1emfyewqvnutez2awf3vfwfhq7exeq6568jtqm3,577,0,21901590766580246,,
osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,577,0,888147415754674,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,577,0,260381985,,
osmo1fyq28z2uv9fauq436hs72cwevn7h05ahg7ny5w,577,0,759476030915593,,
osmo1g364cg7jd7v6y5drhl9zp59zxc8jqgevkape3m,577,0,2554091353505018,,
osmo1g78g8x9fqfauvk5rsvy39htqt3mdcldzz7l99h,577,0,7712145064795080,,
osmo1ghru4ezs94ngdgd9ragkkczeaktcwf95czlslg,577,0,93050653311,,
osmo1hz2e0777lyt5644hqmdhzlklxndk3e45evspjs,577,0,2299968010287312,,
osmo1kvkm8p8dd6xamfcdk9es7hylsqgrvhdmxetzk2,577,0,4035815,,
osmo1l6v2g2vfl3aa6hvguz9jvwfnf6lx4a7gc9k5mz,577,0,1891981083,,
osmo1m8fseyyr53jukpmpp4d9h9nva5mhqtg7dnnn67,577,0,,,
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,577,0,277437342035,,
osmo1p9cwep024hq2r99ek6tukfs7l7kw2spcx4c54v,577,0,1528539269,,
osmo1pu8n44ftfm4qyfz6lxkejw23nng7xwje0mr3af,577,0,320070424962845,,
osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,577,0,26073030675,,
osmo1s5f5d6afa7sq9hmx70l9xyxx0m8smgads2r5rs,577,0,273871791020504,,
osmo1us4fwmkg8cs3etft27p3x0gmk2k7c3l6z7e27v,577,0,20958043988934826,,
osmo1va2xq5d9lj5v8aakxawgne3chn9phzwllw8h74,577,0,643452144491432,,
osmo1vrml8rkxcstrneqv208wmd9f3yd5uwkwc84aga,577,0,139564782836375,,
osmo1whr7tunwajxl4mkr439htq42tum4p6yc4u39jj,577,0,16767650363509122,,
osmo1xpyqxhyg742e4p9323676mqqzwe730e9kt9k52,577,0,50460233464,,
osmo1037w0kq7xwv87sg52qahwswsnreqng7ql0y52e,578,0,9683070789690,,
osmo10nydjwqr094xpw6uyms55drc9g638d9w7qlktd,578,0,7602679018,,
osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,578,0,2428148444918688,,
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,578,0,891542638304589682,,
osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,578,0,205458279229483,,
osmo17rxmjsxl7rf2ftnyqgag993qy5eqltmgre7nk5,578,0,38891303484756,,
osmo19xma25ppv8ugwtvzpx5n5mde67ngazy4l2qsda,578,0,8028270713832,,
osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,578,0,163647069316,,
osmo1exc30fc3jpwsvkec4xs3haflhd52tacj805j8r,578,0,201619369534740683,,
osmo1fwdj3p3l2l5tgfwgymg9suc44cks2fv88z0nfn,578,0,218455355648525,,
osmo1k9dcz2j2qc9gx3ddda250p06kmku476jqqlw5d,578,0,1521810031497159027,,
osmo1mqvpc388w3sdcsnc3p3xwcydfn69ap4s5c3ygt,578,0,59402926662357,,
osmo1musw957g39rrjxaymemxur2dyyxhmmzplheklk,578,0,79376577281619,,
osmo1pkkvtshz9apsmkzxp6s8q844c6vqxzmed646j9,578,0,120279446223918,,
osmo1qmn3fzmzcdzsswyqa48ghyatfmnecnepey8ns7,578,0,450497926279977205,,
osmo1v5y3cyyz54krs03hrms75znzz76e42q8qnz7rj,578,,,,"52829ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,495759ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC"
osmo1y2fc95rs5fwhljwhrf0f6dx89pcw964dg82902,578,0,137976795751239,,
osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,578,,,,"42042ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,395155ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC"
osmo1zsxcl4k76cwffjfrtqzmk38rdsx0ehgev9dndd,578,0,1273002166800763,,
osmo1zl9t43fvpxjatedsqvusp4nedh6qqvcqj0823c,580,3838373540421,,,
osmo104cs9srg7lucseruzw7rpf8r8fgsr00k653mz4,584,0,1171461850112,,
osmo120ccruea2enrgmx2krdd5u8r2y0lnvh38va87k,584,0,94795141241687100,,
osmo13f0eg9yxkckz45fw0dsaxzejpldld6vpmmp7j7,584,,,,"3583ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,4008uosmo"
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,584,0,215373292994,,
osmo13vn7ja2rtlyjc3raddecgfauwpsq9tplq6l2er,584,0,308028429379042663,,
osmo13zv3ch5jcfu76009s3jkzyk8hw5khzlzu3h6q6,584,0,11162943597110950,,
osmo14f50nkkeyxjke8ulh73wy4f3fzpsxh7q44rmga,584,0,481823228435,,
osmo14vazvwyks97lz6hn0gukfpuhw6lzz7rkwexvgj,584,0,32424826069,,
osmo155s3xjtnfjrsu0kaxsvydfw3vt9mgkhetejj47,584,0,1674344265692727310,,
osmo16sfdm4q4ezj5y4j8l8flt8pws5w80d27hqafyg,584,0,1,,
osmo178gvdangvdtw5stkzyg6fc5wpqpnv05h04j5lw,584,0,70524687206,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,584,0,167560,,
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,584,0,9992452138600393,,
osmo1ah8a8pkver7nhhyqpr8xkycdw5tnnu402n8sac,584,0,1565127112184390560,,
osmo1ccc3x8jsvs9npcly94a9wa7ausn9qhe5hypdnq,584,0,2308518876370643,,
osmo1h5dwmh69rcmhjxclzjtccjsxdprazsaa9z8q0k,584,0,408319989054052187,,
osmo1h5n8r90dfs0k9shaq7ncmv3nfu7cwrrzyunv96,584,0,183510602088906474,,
osmo1hk5wgwn44stu85jcvhgg82g2lmz4uyw5my7kra,584,0,13458999859,,
osmo1hmgwsu4lzxlrdnua2mf959qphxuym3nzx47a8f,584,0,289968461327643459,,
osmo1lytkaq224pneqhqj5em70tkldrz76st8grxa5j,584,,,,"320ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,362uosmo"
osmo1m3m7sk08mtet2cv0qu4wct0ywfgqu8nwm0ezf6,584,0,749749565068507978,,
osmo1m5trxp5h4g6v96un5q0yjyj3f94a423u5mnff8,584,0,330415975793154384,,
osmo1m669jdcsyyjwv289mrmtsq5gv9kkq0tmwje88x,584,0,61496445388091460,,
osmo1pem96tum8kn6vx3tmzyduzxv7kh8hc5dttcgw6,584,0,125711716094626594,,
osmo1ph5kd9efl6sjw6js88zff8t08fceglzsfdlzg8,584,0,12214014991,,
osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,584,0,263704130863826458,,
osmo1sc3xzrrlxskzmndq885g0qhwgn6w0fahz85cpu,584,0,,,
osmo1tg3au28cjnzwlm6j2c42fuvm0ga2e0rmqz2vsh,584,0,372904188493,,
osmo1tmvhxvmcu3krv9rsegl9q8rfehu7reem97dqah,584,0,64174645245,,
osmo1vpdehzac9n8lz22xhz09kstttf8kedp246ud9j,584,0,6158407186394,,
osmo1vvye9uaufwfzk8gkcwd45xqe0ey4puvzy07js9,584,0,184372016355426668,,
osmo1wfw3cdg5uvt0r5lawxr300lpthj48wx23f9y2q,584,0,,"231813ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,261592uosmo",
osmo1xm3rse7kvsr3ndulg2ncrj556sz6a0j3eupwtq,584,0,28435605961464,,
osmo1yadcdtkwk9j0a6gskm6h2pvnlx9qjfuku2uta9,584,0,2107680487949,,
osmo15ez8twgazsgytavyyffzrwafujng0yczvsmedk,585,,,,"1758ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,249ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"
osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,585,1690439167509382737,,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,585,0,6449332668413,,
osmo1azeezpnwsde5yy6pacjrc6hjydlpta3f5z8rz5,585,,,,"14097ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,2056ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"
osmo1gqylk9jknp043qd79thldxalz6vhnr4txtn7u4,585,,,,"127ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,18ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"
osmo1hvfjpueugazsdx6dfr2hkv4j59kuzpayhpparh,585,0,4994566709277365054,,
osmo1laz6vn5fudc4jryxmj6wukzv3qjzquq0jcd6hj,585,0,28128455322356490,,
osmo1mkwkrv499ck2r33g878f6lvl48l5vnwnwnczt6,585,0,1453647990452,,
osmo1rejv949h6k78u7fyeudv3lqgveqpfr0du2nwlq,585,,,,"720ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,101ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"
osmo1rjcr26nqzj0p650k84mc4rejmrjdgqapzhv7dz,585,0,83941469145,,
osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,585,,,,"1105ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,156ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,597,0,421142041505661319,,
osmo1yh0zg7uy6sadnnh3357p87azgve72x4djsj9f4,597,,,,"31ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,1uosmo"
osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,597,0,,"252939555ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,4989076uosmo",
osmo179774zrn5paywpd6p4kspcruaacj54g47xcjdx,600,0,198379985417675,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,600,0,142214186659,,
osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,600,1081574290793,,,
osmo1dqgam0gwfegzlz37cpdd6plr49dtkus9s5ak9u,600,,,,"229ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6079ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0"
osmo1ghru4ezs94ngdgd9ragkkczeaktcwf95czlslg,600,0,,,
osmo1kmk4cc58366jkrkhfwnk79x94vzj5e2h7e2p98,600,0,325957874698980,,
osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,600,0,2562205345528549,,
osmo1lnfqsmjvnecrn3ga57ssdllrqsj9vth5d7sen5,600,0,70,,
osmo1msf7xjex6d5zal93cx7u6rjeapy8ruvtf7mg9e,600,0,60130920559473,,
osmo1ncg4h3vhcdl5cx8xugee5x508glugww3cf259q,600,0,,,
osmo1rwyll8csqa90lkdat628wguf6upe0njfawhpez,600,0,4109427377,,
osmo1sqh3uwxl98d4a4ql68nha7gqn8v0ujx5gutsur,600,0,71,,
osmo1wfyaqhxsczc4mlgk54trxznmqkld09p79phzqn,600,,,,"1199ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,32019ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0"
osmo10hwu7v9nuq5frmsggc0usn9j59qd6huqk7a3cu,601,0,79692862168,,
osmo10wu2vcpe7nven4udxvmwn3pz5cl4c9hr4mcd96,601,0,40318196254,,
osmo10wupdm44wq6890q83xwxdwsq9ss8wqwu70vnsl,601,373775095921656,,,
osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,601,0,6327511303242,,
osmo12v53xatpptnu6dl5g4ppwrqx9acgnn5gxhgefs,601,0,125443176477833,,
osmo139cx4kcvepcc3krw5wvrde5pheax4jzstu3tal,601,,,,"936ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,271uosmo"
osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,601,0,2156377817729102,,
osmo13fw6wjqngfgnvx3q8lx978jfed6k9rfvjk563f,601,0,1292046751,,
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,601,0,16778677276546,,
osmo13gu73wcxa084n74fhxdgxfv3z8qe5h6em0cj7j,601,0,29430792199455503,,
osmo13rte98lzxhs4jmp60lpucn98lfjj5cqvfpexpu,601,0,1796537099,,
osmo144yjwr38rl5zn4hntwad0su3rk9scpz0g5muqr,601,0,100125363017,,
osmo147tksvdufp9me6mzgdrx8dun7pyd8v9qep29u6,601,0,24861241821,,
osmo14hvjc5cs3g0vlt94zhdql9ja9gmacsjcau9svg,601,0,26624460380963803,,
osmo14rcn5s80v2fthgzw0pkvkwgke4ss8ew8xw0wml,601,0,38696866909294725,,
osmo14ud7tftarq3a48pvudk9zm0g3ejykvftugszc2,601,0,481923279942,,
osmo1577mlcp0lzk79hv2j7a2feq88a60h89gyuazaw,601,,,,"1064ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,314uosmo"
osmo15lcy7h0xr8enqsslcy8qr5jvneghlkx9erst7t,601,0,5098621064030423,,
osmo15uz5s3ha9s4whdsyqxnufzxfq77qu5a3zvenph,601,0,2019093923403425,,
osmo160mmugczxuzzat5lwu6h2cxm9a0anthnfhy8mh,601,0,343607523287382,,
osmo168urdlhz0u7epctn88c6x4zzt9pevsdyrs0lcc,601,0,1270844491474156,,
osmo16ac5k3uec57de7hw5nesamkn5x35d8cnhmjepe,601,0,1311405723458864,,
osmo16aypymlama0lk5s8c9s30s09eacpvwnav7ewjv,601,0,6731217254279,,
osmo16jx06e73tt4daypk9ec5mlu8v924qaf3uehpcx,601,0,13026851984076407,,
osmo16myjlhth8pkzwh57hxewag7gd9ussjs48h9v3a,601,0,1153526820017892,,
osmo16yk2ljku83sys4wqqu5ayt5pjk23d7anwqp5vc,601,0,124630333928113102,,
osmo178gvdangvdtw5stkzyg6fc5wpqpnv05h04j5lw,601,0,204967521236797,,
osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,601,0,7718603771,,
osmo17g0ah6r5hzfnw7am4xx3nlxyr4rs40qqaqvadz,601,0,12746894247777790,,
osmo17rx4caclnlkqwlkq4hq3aq0cvj993pnfqjcz39,601,0,17298391729518,,
osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,601,,,,"2107ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,607uosmo"
osmo19d6e6ewlgaea5aulxhzsfqrkv7ccq45eaxuls8,601,0,3446788205547596,,
osmo19gw98v7q5rvyxxcrmx66jc30we0nkgmfcl9tu8,601,0,151808915015,,
osmo19jtn9xx65x5q5z5d5k2egkk2h25a9pqfxtr2jl,601,0,10893565225144936,,
osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,601,0,108375178184538,,
osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,601,0,439686390910443,,
osmo19v3gfr7y9dvxr2z65wah3fwucp4utf4tnj973m,601,0,136966249017207,,
osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,601,0,8115783258221906,,
osmo1a8jtn84q3vy6uu7ngve2278gsetvht780grgka,601,0,480088588944,,
osmo1adtxg4klr2z65zqnxwxv66k5wel7mljutaq6mt,601,0,5187434701007903,,
osmo1af2xw5m28nx89ukv9xyvymmfrwz9wdevwvrun3,601,0,2736203621731338,,
osmo1c36s76tqahjd959g55v6fzt4x3ctmnsjl788d5,601,0,3602207698567194206,,
osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,601,0,11614191753142713,,
osmo1clxyls0urvyt5j8xafhw3vnmyymhdvsacz2jew,601,0,597425615947646,,
osmo1cm7gk2fs8qpzcx6svhly39u0l2yq67ttpx5kgx,601,0,3522742816307,,
osmo1crykcdaxm3u4flnjxq0kmyye7uqy9tcesac6u2,601,0,135468254214,,
osmo1d7sw0t3nyajddyjtvwargqkypqx0yumdpyyujf,601,0,77363630769,,
osmo1da85gjhaupl8ae7ee66sw9zh585uu9j3hkd8un,601,0,154354972366047479,,
osmo1dcvlnewq7ktr5kd47755d4x7jvzsn3aepx5v9h,601,0,187788440569376,,
osmo1dm7xjrlmlzj6cv4gey2dax2jf6hatex8k385xq,601,0,38618151285691610,,
osmo1dpulc3h32409jneelqmqjj5j4eyqf5svku3tcv,601,0,16118945350,,
osmo1dvwyzspj43vrdffqm0rmj9fa0aqnalqpad5sva,601,0,25601566248893184,,
osmo1e60g9rekrcl9x4ghsz208m46zlfc9kl74g586d,601,0,37173464947987,,
osmo1e9rjjvnt67vnde503cp0wnwmffssuc0ezehfu9,601,0,681255685592433,,
osmo1ed4xz2gklxrsga3gnc7t6eu28eejdsf0cgasn5,601,0,147029669689439955,,
osmo1edduud9uuvcmcfyrpxknt0nse0q64cjhzzefd2,601,0,289612783211721,,
osmo1efs59ae8qazupqxaxzx7qvqk7akq3l3fz2xvkf,601,0,24118800456,,
osmo1entd98ckj04wpdn8ce73ma87swvmgrk3erqs94,601,0,69964014537197,,
osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,601,0,8949898107,,
osmo1f0v9xudkfd8mwk6y35d0aag3q8txjwxgx98nau,601,0,2341442551,,
osmo1f7qvypfaee56km5rp8lvay4f0saq9xn4mz2srn,601,0,45755192415,,
osmo1famw98muxeux238k4k4wfhvenq3gzvclq6g2qk,601,0,192300462827881025,,
osmo1g2p84hlnvpwz9jzlwknvwq7lykve3x7njdhyzv,601,94406467439091823,,,
osmo1ga20pr08r94l4624aumgk5749e9qulxct8sguh,601,0,239099851275295,,
osmo1gf5rf3p4k0q25fvl70xvaalwwularl4y9ddu8m,601,0,21389749711210508,,
osmo1gg56dyw6f0r99uyqd9dtl5g8psmuvw5a29hp5z,601,0,2598203279738705,,
osmo1gk9lxq5wuwqfmw3qur5yep0a2f7r03r5dcr4r0,601,0,45939531415767,,
osmo1gq2r0w7hlwa3efl8kkg66708rkfsamfaw44nah,601,0,2822648786,,
osmo1grhdxmrvwnzkhd7zurqr6p7zk562284pz2d5hu,601,0,1733739715993639,,
osmo1gw0ha8se4ndw4wkmam3lu3ucpj2puyzgj832nt,601,0,118007102175,,
osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,601,0,176742944768999577,,
osmo1h5jr4w7vj5m0cxemwhtnhn33vckrdnw9wdw4wn,601,,,,"156127ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,45922uosmo"
osmo1h5shnh6dnjtalh84cxl04taa2klvkz5fg6fjr7,601,0,50133779194640,,
osmo1heqtu4cum6fs9rg9mj754ycvfdgl9ssm3n8j6n,601,0,281109201723023824,,
osmo1hmyahg20gpn8tah5cr86q34a08fusglwfem8rz,601,0,29403341503483456,,
osmo1hq36tl6sfwlwehxs2k5zn8ryxmvm4a479ex7qg,601,0,79897333905,,
osmo1hxg7d7sa6gxz3m0n975ztv0utnxz2whkqw5wdv,601,0,2836972714,,
osmo1j0psv87p6uet72d76cwu0cz9swz3u23uy92du2,601,0,76342146453502841,,
osmo1j2exvgumqhutx6s9gl2n40lenkslgvunyen4aq,601,0,1922748383437776,,
osmo1j44wrmq85k9yzpna8n34er3skx02mgxs84ju0y,601,0,1817991186409148,,
osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,601,0,13139051948122640,,
osmo1jaey7087uuncesrxp0fk7frxwv4kyu6ywa480r,601,0,128744408135865590,,
osmo1ju3vys9l5d4fa6f22l9z4q9rdlfnr6mtvfrkel,601,0,32304254889085293,,
osmo1jy7hg7q4mw5kpj5r6xa5akvf7hvtdjua4qcy7a,601,0,26649964218635400,,
osmo1kjqa4ew38sne0a4fqv7hv3ue3rtggdz365hus4,601,0,679377903616,,
osmo1kpaa3fwz0z3q00vxlzmkn0p45gkkhv0nvf3ea3,601,0,33284233862497561,,
osmo1kwwm2zln6z8lv30szcya5f9wnrdu6lamuhuq4c,601,0,2399724808347036968,,
osmo1kwwp7f5pszyxr39whf2rwm7gly596mdwlqucpq,601,0,3044164051389020,,
osmo1l6y25dxyhnzcpm0sgkknelpmtfn9nw5u7zcf64,601,0,252749826,,
osmo1lelg82huhelphk078hlmgfydw5r9uw5zsy4eq5,601,0,3895720912985386,,
osmo1lp8cwrswv6lmxagp6cjm87lunxt268wyud69sv,601,0,576627538,,
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,601,0,1271225683570,,
osmo1lvtuxshezha4kyry3gv52yxf54nz0qn9mm2jf8,601,0,649542335156,,
osmo1lz6h20wqgzv64qd5dkm5c8gmv777dz5tuecp62,601,0,904084698162,,
osmo1mqgmrhgmy2m09cv94zkwlkwly3ga0lkz0rl7qe,601,0,19566132343824,,
osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,601,0,40575074,,
osmo1mwteslzr3t4fcr8w7l3fvnk2ex6sxyvzhrdtu3,601,0,2705229812441416,,
osmo1n0cdlkjxn6q8v0nqspc20nnmpqmsaell3wuu5e,601,0,13828211954623622,,
osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a,601,0,69373457933408923,,
osmo1ncx26du8p8ntvsup9j45ctuxf8w5djuy4m78sf,601,0,31321129879561969,,
osmo1nkfrpv0096e869w6rz3ay2nkxuazr8pzkyd564,601,0,123870595410,,
osmo1ntjukg6eqks0wxckw6x5t0j890pewv59x8r8mh,601,0,17847605005506456,,
osmo1nx3chh7ju3l28w8nsu2wpf3hhqfkg7lkqnhzn9,601,0,,,
osmo1ph5kd9efl6sjw6js88zff8t08fceglzsfdlzg8,601,0,283712951652650,,
osmo1pz0a4rzkszss4dzs7yfukuskqtjg739g0fjrp0,601,0,34503638131084145,,
osmo1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r2av2ax,601,0,12785763524336919,,
osmo1q9xh7eyt3c5k69srthh5av5v4fmhwdr0g77cxx,601,0,641914027029,,
osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2,601,0,95530990705282839,,
osmo1qnnszl4rj303prcfvg5m5w0tzz2wvdla394uqk,601,0,76102246956622428,,
